Entity,Code,Date,total_vaccinations_per_hundred
Wales,,2021-01-24,8.61
Wales,,2021-01-25,9.2
Wales,,2021-01-26,9.93
Wales,,2021-01-27,10.68
Wales,,2021-01-28,11.51
Wales,,2021-01-29,12.02
Wales,,2021-01-30,12.82
Wales,,2021-01-31,13.23
Wales,,2021-02-01,13.98
Wales,,2021-02-02,14.71
Wales,,2021-02-03,15.6
Wales,,2021-02-04,16.64
Wales,,2021-02-05,17.74
Wales,,2021-02-06,18.78
Wales,,2021-02-07,19.24
Wales,,2021-02-08,20.05
Wales,,2021-02-09,20.9
Wales,,2021-02-10,21.82
Wales,,2021-02-11,22.83
Wales,,2021-02-12,23.9
Wales,,2021-02-13,24.62
Wales,,2021-02-14,25.06
Wales,,2021-02-15,25.47
Wales,,2021-02-16,26.02
Wales,,2021-02-17,26.7
World,OWID_WRL,2020-12-13,0
World,OWID_WRL,2020-12-15,0.02
World,OWID_WRL,2020-12-19,0.02
World,OWID_WRL,2020-12-20,0.04
World,OWID_WRL,2020-12-21,0.04
World,OWID_WRL,2020-12-22,0.04
World,OWID_WRL,2020-12-23,0.04
World,OWID_WRL,2020-12-24,0.04
World,OWID_WRL,2020-12-25,0.05
World,OWID_WRL,2020-12-26,0.06
World,OWID_WRL,2020-12-27,0.06
World,OWID_WRL,2020-12-28,0.07
World,OWID_WRL,2020-12-29,0.07
World,OWID_WRL,2020-12-30,0.08
World,OWID_WRL,2020-12-31,0.13
World,OWID_WRL,2021-01-01,0.13
World,OWID_WRL,2021-01-02,0.16
World,OWID_WRL,2021-01-03,0.17
World,OWID_WRL,2021-01-04,0.18
World,OWID_WRL,2021-01-05,0.2
World,OWID_WRL,2021-01-06,0.21
World,OWID_WRL,2021-01-07,0.22
World,OWID_WRL,2021-01-08,0.24
World,OWID_WRL,2021-01-09,0.3
World,OWID_WRL,2021-01-10,0.33
World,OWID_WRL,2021-01-11,0.36
World,OWID_WRL,2021-01-12,0.38
World,OWID_WRL,2021-01-13,0.43
World,OWID_WRL,2021-01-14,0.46
World,OWID_WRL,2021-01-15,0.49
World,OWID_WRL,2021-01-16,0.51
World,OWID_WRL,2021-01-17,0.52
World,OWID_WRL,2021-01-18,0.54
World,OWID_WRL,2021-01-19,0.6
World,OWID_WRL,2021-01-20,0.7
World,OWID_WRL,2021-01-21,0.74
World,OWID_WRL,2021-01-22,0.79
World,OWID_WRL,2021-01-23,0.82
World,OWID_WRL,2021-01-24,0.86
World,OWID_WRL,2021-01-25,0.89
World,OWID_WRL,2021-01-26,0.92
World,OWID_WRL,2021-01-27,1.07
World,OWID_WRL,2021-01-28,1.12
World,OWID_WRL,2021-01-29,1.18
World,OWID_WRL,2021-01-30,1.22
World,OWID_WRL,2021-01-31,1.28
World,OWID_WRL,2021-02-01,1.32
World,OWID_WRL,2021-02-02,1.35
World,OWID_WRL,2021-02-03,1.49
World,OWID_WRL,2021-02-04,1.55
World,OWID_WRL,2021-02-05,1.6
World,OWID_WRL,2021-02-06,1.66
World,OWID_WRL,2021-02-07,1.7
World,OWID_WRL,2021-02-08,1.74
World,OWID_WRL,2021-02-09,1.91
World,OWID_WRL,2021-02-10,2.01
World,OWID_WRL,2021-02-11,2.07
World,OWID_WRL,2021-02-12,2.14
World,OWID_WRL,2021-02-13,2.21
World,OWID_WRL,2021-02-14,2.26
World,OWID_WRL,2021-02-15,2.3
World,OWID_WRL,2021-02-16,2.37
World,OWID_WRL,2021-02-17,2.43
World,OWID_WRL,2021-02-18,2.49
